name,affiliation,citations,hindex,i10index,quality,n_ratings,easiness,department,college
"Matyjaszewski, Krzysztof",Carnegie Mellon University,150084,187,1153,4.2,2,2.5,Chemistry,CMU
"Patton, James",Vanderbilt University,8330,42,77,4.8,8,3.2,Education,UTexas
"Vandervelde, Thomas",Tufts University,1100,17,28,4.8,2,1.0,Electrical & Comp. Engineering,Tufts
"Christensen, Jens","Professor, University of Copenhagen",41883,62,117,4.6,4,3.8,Mathematics,Tufts
"McHenry, Michael","Professor of Materials Science and Engineering, CarnegieMellon University",12811,52,202,2.9,7,2.0,Engineering,CMU
"Goh, Kelvin",Massey University,1607,22,34,4.5,2,1.5,English,Tufts
"Rodin, Gregory","Professor of Aerospace Engineering and Engineering Mechanics, University of Texas at Austin",1570,19,33,2.5,1,1.0,Physics,UTexas
"Cunha, Carlos",Robert Bosch LLC,18042,54,150,5.0,3,4.3,Physics,UChicago
"Sahami, Mehran","Professor of Computer Science, Stanford University",19778,45,79,4.9,53,4.0,Computer Science,Stanford
"Batzoglou, Serafim",insitro,65444,58,96,4.3,10,2.5,Computer Science,Stanford
"Tighe, Rosie",Cleveland State University,526,10,11,4.4,6,3.0,Political Science,Tufts
"Zhao, Xuanhe","Professor, Massachusetts Institute of Technology",15772,61,112,3.5,1,3.0,Engineering,Duke
"Vallero, Daniel","Adjunct Professor of Engineering, Duke University",4104,22,38,2.0,2,4.5,Engineering,Duke
"Aziz, Adnan",Facebook,15019,43,397,3.8,2,3.5,Engineering,UTexas
"Cohn, Richard","professor of music, yale",2831,22,24,5.0,3,2.0,Music,UChicago
"Ozdoganlar, Burak",Ver Planck Endowed Chair Professor of Mechanical Engineering; Prof. of Biomedical Engineering and,3112,29,62,2.5,5,2.2,Engineering,CMU
"Linder, Joshua","Associate Professor of Anthropology, James Madison University",618,11,11,4.1,6,4.0,Anthropology,Duke
"Simmons, Rebecca","THIS Institute, University of Cambridge",5766,37,77,3.8,24,3.8,Engineering,Duke
"Yin, Henry",Duke University,9113,35,63,1.9,6,2.0,Psychology,Duke
"Claytor, Kevin",US Army Research Laboratory,372,8,7, ,0, ,Physics,Duke
"Khaldi, Boutheina","Professor of Arabic and comparative literature, American University of Sharjah",39,4,1,3.5,5,2.2,Languages,Duke
"Maarten, De Boer","Professor of Mechanical Engineering, Carnegie Mellon University",4707,35,75,2.5,2,2.5,Engineering,CMU
"Christin, Nicolas","Associate Professor, Carnegie Mellon University",8970,45,94, ,0, ,Engineering,CMU
"Aaker, Jennifer","General Atlantic Professor, Stanford University",30738,48,66,4.0,3,3.7,Business,Stanford
"Huber, Mark","Professor of Mathematical Sciences, Claremont McKenna College",2526,19,26,4.8,10,2.7,Mathematics,Duke
"Owen, David",University of Southampton,3947,26,50,4.2,4,3.2,Mathematics,CMU
"Harris, Joseph",University of Delaware,2152,14,17,4.4,16,3.4,English,Duke
"Wakely, Scott",University of Chicago,38791,66,168,4.5,2,3.5,Physics,UChicago
"Schnyer, David","University of Texas, Austin",7078,45,81,5.0,1,3.0,Psychology,UTexas
"Goodridge, Shane","University of California, Irvine",2,1,0,5.0,2,4.0,Education,Duke
"Clingher, Adrian","Associate Professor, University of Missouri - St. Louis",259,9,8,3.0,2,2.5,Mathematics,Stanford
"Strano, Michele","Bridgewater College, Virginia, USA",508,8,5,4.4,8,3.8,Writing,Duke
"Santiago, Juan","Professor, Mechanical Engineering, Stanford University",25909,73,225,5.0,2,3.0,Engineering,Stanford
"Skeiker, Fadi","The University of the Arts, Philadelphia",21,3,0,4.2,19,3.4,Theater,UTexas
"Salvador, Paul","Professor of Materials Science and Engineering, Carnegie Mellon University",3446,31,89,4.4,12,2.8,Engineering,CMU
"Lehoczky, John","Professor of Statistics and Data Science, Carnegie Mellon University",22284,54,107,5.0,1,3.0,Statistics,CMU
"Pimm, Stuart","Chair of Conservation, Duke University",39983,93,238,3.0,1,3.0,Ecology & Evolutionary Biology,Duke
"Reed, Mike",Northumbria Healthcare NHS Foundation Trust,5818,40,93,4.2,4,2.5,Mathematics,Duke
"Demaine, Erik","Professor of Electrical Engineering and Computer Science, Massachusetts Institute of Technology",21191,70,311,4.5,1,3.0,Engineering,MIT
"Das, Subha",Carnegie Mellon University,1179,16,20,3.5,1,5.0,Chemistry,CMU
"Brodbelt, Jennifer","Professor of Chemistry, University of Texas at Austin",14466,63,314,3.0,10,3.2,Chemistry,UTexas
"Proft, Jennifer","Research Associate, The University of Texas at Austin",654,14,19,4.2,2,3.0,Mathematics,UTexas
"Karakurt, Cagri",Bogazici University,165,8,8, ,0, ,Mathematics,UTexas
"McNay, Ewan","Associate Professor and Area Head, Behavioural neuroscience, University at Albany",4914,34,43,5.0,2,1.5,Psychology,Yale
"Colvin, Vicki",Brown University,44589,87,167,1.0,1,3.0,Chemistry,Rice
"Salaberry, Rafael",Rice University,3612,27,37, ,0, ,Spanish & Portuguese,UTexas
"Phillips, Chris",CSIRO,4946,37,69,3.5,3,2.3,Philosophy,Tufts
"Hyman, Jeremy","Department of Biology, Western Carolina University",1018,13,13,4.1,14,3.1,Biology,Duke
"Zielinski, David","Research and Development Engineer, Duke University ",734,13,13, ,0, ,Psychology,Duke
"McDonald, Kevin",Middlesex University,1940,15,18, ,0, ,History,CMU
"Rutenbar, Rob","Professor of Computer Science and Electrical and Computer Engineering, University of Pittsburgh",11473,55,144,4.7,9,2.4,Engineering,CMU
"Wasserman, Daniel","Associate Professor of Electrical and Computer Engineering, University of Texas Austin",4576,32,66,4.5,1,3.0,Engineering,Princeton
"Albertini, David","Ovistagen, LLC CEO",14503,62,155,3.0,1,3.0,Science,Tufts
"Aazami, Amir",Clark University,127,6,4,4.9,7,3.0,Mathematics,Duke
"Tonkinwise, Cameron","Professor of Interdisciplinary Design, UTS",742,16,20, ,0, ,Design,CMU
"Gonzalez, Daniel","Associate Professor,  Head of Experimental Neurology Laboratory. Center For Biomedical Technology",974,13,17, ,0, ,Anthropology,Duke
"Noble, Andrew","Principal Data Scientist and Machine Learning Engineer, GNS Healthcare",815,9,9, ,0, ,Music,UTexas
"Beukema, Patrick","Center for Neuroscience, Center for the Neural Basis of Cognition",60,5,2, ,0, ,Philosophy,CMU
"YU, Luping","Professor of chemistry, The University of Chicago",31388,82,184,1.5,2,3.0,Chemistry,UChicago
"Huettel, Scott",Duke University,16317,63,122,4.0,1,2.0,Psychology,Duke
"Wieczorek, Wojciech",University of Silesia in Katowice,129,8,7,3.9,4,2.5,Mathematics,Stanford
"Barnes, Jaime","Associate Professor, Department of Geological Sciences, University of Texas at Austin",1870,25,39,5.0,1,5.0,Geology,UTexas
"Kolba, Tiffany",Valparaiso University,104,5,4,3.8,2,2.0,Mathematics,Duke
"Edwards, David",University of Western Australia,14895,60,164,3.0,25,2.1,Political Science,UTexas
"Bertenthal, Bennett","James H. Rudy Professor of Psychological & Brain Sciences, Indiana University",8917,47,75,2.4,5,1.6,Psychology,UChicago
"Nagarajaiah, Satish","Professor of Structural Engineering, Civil and Mechanical Engineering, Rice University",11023,52,171,4.9,4,1.8,Engineering,Rice
"Malone, David","Associate Professor (Senior Lecturer), Hamilton Institute / Department of Mathematics and Statistics",3700,27,50,4.4,17,4.1,Education,Duke
"Sharma, Nikhil",Harvard Medical School,997,11,11, ,0, ,Mathematics,UChicago
"Lee, Cin-Ty",Rice University,9198,51,129,5.0,3,4.0,Geology,Rice
"Alberts, Susan",Duke University,13399,65,142,3.6,8,3.5,Biology,Duke
"Baker, Jennifer",Center for Clinical Research and Prevention,9307,33,67, ,0, ,Philosophy,Duke
"Holley, Scott",Yale University,3849,31,40, ,0, ,Biology,Yale
"Agaian, Sos","Distinguished Professor ,Computer Sciences , CUNY Graduate Center &CSI",9482,41,186,3.3,3,3.0,Electrical & Comp. Engineering,Tufts
"Meyer, Curtis","Professor of Physics, Carnegie Mellon University",25540,90,259,4.2,3,2.3,Physics,CMU
"Harper, Robert","Dean, Craig School of Business, California State University, Fresno",306,7,7,3.5,2,2.0,Computer Science,CMU
"Aggarwal, J","Professor of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX",32064,85,320, ,0, ,Engineering,UTexas
"Kirkham, Natasha","Associate Professor, Centre for Brain and Cognitive Development, Dept of Psychological Sciences",4846,28,37,4.5,1,3.0,Psychology,Stanford
"Cheng, Hung",Intel Corporation,2570,22,25, ,0, ,Mathematics,MIT
"Abdulkadiroglu, Atila",Professor of Economics,7562,29,35,2.4,4,2.5,Economics,Duke
"Cornwell, Christopher","Professor of Economics, University of Georgia",4877,23,37,4.5,2,3.0,Mathematics,Duke
"Russell, Robert","professor of mathematics, simon fraser university",10916,47,98,4.8,2,2.0,Political Science,Tufts
"Tweed, Thomas",University of Notre Dame,2892,17,24,4.3,5,4.8,Religion,UTexas
"Ramsey, Grant","Institute of Philosophy, KU Leuven, Belgium",581,12,14,3.3,6,2.2,Philosophy,Duke
"Brown, Aaron",Maine Medical Center and The Jackson Laboratory,2026,16,22,4.9,4,3.0,Mathematics,Tufts
"Daly, Michael","USUHS, School of Medicine",9720,38,53,4.8,5,5.0,Physical Ed,Tufts
"Barron, Andrew","Professor of Statistics, Yale University",21141,42,77,2.0,1,3.0,Statistics,Yale
"Thomas, Rachel",Sunway University,104,3,2,3.5,1,4.0,Mathematics,Duke
"Duggan, Mark","Professor of Economics, Stanford University",6174,35,43,4.1,4,3.0,Economics,UChicago
"Cook, Simon","Signalling Laboratory, The Babraham Institute",11268,55,92,3.7,28,2.6,Writing,Duke
"Deseri, Luca",University of Pittsburgh USA and University of Trento Italy,989,18,27,3.7,3,2.7,Mathematics,CMU
"Goss, Kristin","Kevin D. Gorter Professor of Public Policy and Political Science, Sanford School of Public",1739,18,24,4.3,3,2.3,Public Policy,Duke
"Ullman, Michael","Professor of Neuroscience, Georgetown University",14995,47,95,3.6,18,3.4,Music,Tufts
"Anitescu, Mihai","Senior Computational Mathematician, Argonne National Laboratory",5453,37,93, ,0, ,Mathematics,UChicago
"Gabrieli, John",MIT,77583,147,352,5.0,1,4.0,Psychology,Stanford
"Solomon, Harris",Associate Professor of Cultural Anthropology and Global Health,222,8,4,5.0,1,3.0,Anthropology,Duke
"Shalizi, Cosma","Professor of Statistics, Carnegie Mellon University",12506,32,46,5.0,1,3.0,Statistics,CMU
"Bell, Chris",York university,1423,12,13,3.7,8,2.0,Geology,UTexas
"Kaplan, David",Hospital for Sick Children,50118,102,323,4.1,12,3.0,Engineering,Tufts
"Socrate, Simona","Principal Research Scientist, Massachusetts Institute of Technology",3272,31,50,3.5,6,2.8,Engineering,MIT
"Marks, Lawrence","Fellow, John B. Pierce Laboratory and Professor of Environmental Health Sciences and Psychology",14075,64,168,4.5,1,2.0,Psychology,Yale
"Tunnell, James",University of Texas,4021,33,57, ,0, ,Engineering,UTexas
"Bender, Abby",Sacred Heart University,22,2,1,5.0,1,3.0,English,Princeton
"Graber, Jennifer","Professor of Religious Studies, University of Texas at Austin",113,5,2,5.0,2,4.5,Religion,UTexas
"Dowell, Earl",未知關係機構,21756,71,307,4.0,1,4.0,Engineering,Duke
"Harrison, Robert",Stony Brook University,23258,57,130,2.5,2,2.0,French & Italian,Stanford
"Johnston, Mark","Professor of Biochem & Mol. Genetics, Univ Colorado SOM; formerly Prof of Genetics, Washington U",38227,70,112, ,0, ,Philosophy,Princeton
"Scheines, Richard","Dean, Dietrich College of Humanities and Social Sciences, Carnegie Mellon University",13492,34,72,4.2,4,2.8,Philosophy,CMU
"Brodley, Carla",Northeastern University,15204,56,99,3.5,3,2.0,Computer Science,Tufts
"Gill, Tiffany","Senior Research Fellow, the University of Adelaide",9141,43,96,4.3,5,3.6,History,UTexas
"Bleakney, Julia",Elon University,28,1,1,3.5,1,4.0,English,Stanford
"Olson, Mark",Franklin & Marshall College,19435,47,116,1.5,1,3.0,Graphic Arts,Duke
"Sanson, Kevin",Queensland University of Technology,422,8,5,4.8,5,1.6,Film,UTexas
"Chun, Marvin","Yale University; Richard M. Colgate Professor of Psychology, Neuroscience, Cognitive Science",31042,72,126,4.8,9,3.7,Psychology,Yale
"Hamilton, James",University of California at San Diego,67744,66,89,4.3,18,2.0,Psychology,Harvard
"Robinson, Allen","Lane Professor; Dept. Mechanical Engineering, Dept. Engineering & Public Policy; Carnegie Mellon",18364,74,172,4.6,8,3.1,Engineering,CMU
"MacKi, Adrienne",University of Connecticut,18,3,0,4.5,3,3.3,Theater,Tufts
"Connolly, Michelle","Professor of the Practice, Department of Economics, Duke University",824,10,10,3.6,20,3.2,Economics,Duke
"Mitchell, Douglas","Professor of Chemistry, University of Illinois",5902,35,65,4.5,2,4.0,Languages,Rice
"Sarkar, Sahotra","Professor of Philosophy and Integrative Biology, University of Texas at Austin",9805,52,138,1.8,3,2.7,Biology,UTexas
"Solgaard, Olav","Professor of Electrical Engineering, Stanford Unviversity",12741,57,204, ,0, ,Engineering,Stanford
"Zodrow, George","Cline Professor of Economics, Rice University",5950,33,66,4.0,1,3.0,Economics,Rice
"Pfenning, Frank","Professor of Computer Science, Carnegie Mellon University",15043,63,161,4.2,2,2.5,Computer Science,CMU
"Fischhoff, Baruch","Howard Heinz University Professor, Carnegie Mellon University",67407,115,353,3.5,1,4.0,Social Science,CMU
"Taylor, Kerry",ph.d student,13959,34,67,4.2,2,4.5,History,Duke
"Brooks, David",Professor of PET Clinical Science Newcastle University UK,97230,156,742, ,0, ,Public Policy,Duke
"Smith, Ben",University of Sydney,7028,41,80,1.0,2,5.0,Theater,Harvard
"Niou, Emerson",Duke University,2583,27,38,2.5,4,3.2,Political Science,Duke
"Tomasi, Carlo","Professor of Computer Science, Duke University",45310,61,111,4.6,4,3.2,Computer Science,Duke
"Aazhang, Behnaam","J.S. Abercrombie Professor in Electrical and Computer Engineering, Rice University",23953,57,165,5.0,1,1.0,Engineering,Rice
"Khardon, Roni","Professor of Computer Science, Indiana University, Bloomington",2561,28,51,2.1,5,2.0,Computer Science,Tufts
"Thiessen, Erik","Department of Psychology, Carnegie Mellon University",2972,23,31,4.7,3,3.3,Psychology,CMU
"August, David","Computer Science, Princeton University",7273,44,86,4.5,4,2.0,Computer Science,Princeton
"Kamakura, Wagner",Rice University,20918,58,105, ,0, ,Business,Duke
"Lutzoni, Francois","Professor of Biology, Duke University",18278,58,112,1.6,9,1.1,Biology,Duke
"Henery, Ashlie",University of Pennsylvania,105,5,5,5.0,1,5.0,Languages,CMU
"Grodzinsky, Alan",Afiliação desconhecida,34119,95,276,4.1,7,2.7,Engineering,MIT
"Carberry, Emma",University of Sydney,118,6,4,2.8,2,3.0,Mathematics,Duke
"Reddien, Peter","MIT, Whitehead Institute",7973,40,52, ,0, ,Biology,MIT
"Avinash, Dixit",Princeton University,77749,85,209,5.0,2,3.0,Economics,Princeton
"Hawkes, Christine",North Carolina State University,4979,32,48,3.5,1,2.0,Biology,UTexas
"Block, Barbara","professor of Biology, Stanford University",19690,76,190,1.0,1,3.0,Biology,Stanford
"Canizares-Esguerra, Jorge",Alice Drysdale Sheffield Professor of History. University of Texas-Austin,3697,23,42,3.8,14,1.8,History,UTexas
"Cooper, Keith","Professor of Computer Science, Rice University",8188,44,68, ,0, ,Computer Science,Rice
"Johnston, Erin","Applied Ecology Unit, Centre for Environmental Science, National University of Ireland  Galway",110,3,1, ,0, ,Sociology,Princeton
"Russell, Robert","professor of mathematics, simon fraser university",10916,47,98,3.6,7,2.6,Business,Harvard
"McDonald, John","Professor of Economics, University of Illinois",20587,74,246,5.0,3,3.3,Music,Tufts
"Lee, Inhwan","Department of Materials Science & Engineering, Korea University",5112,35,158, ,0, ,Electrical Engineering,Yale
"Fitzgerald, David","Professor of Sociology, University of California, San Diego",3379,20,26,4.2,5,4.4,Psychology,Duke
